Company,Website,HQ Location,Country,Employee Count,Ownership,Ticker,Founded,Segment,Sub-Segment,Tier,Signal Type,Signal,Signal Date,Score,Source URL,Messaging Hook,Notes
Toshiba Energy,toshiba-energy.com,"Kawasaki, Japan",Japan,,Public,Toshiba,1875,Transformers,Power Transformers,B,Tailwind,"Power transformer expertise; T&D solutions; global presence; Houston TX operations",2024,5,https://www.marketsandmarkets.com/ResearchInsight/transformer-market.asp,Power transformer solutions,Japanese T&D leader
WEG Transformers USA,weg.us,"Washington, MO",Brazil,,Public,WEGE3.SA,1961,Transformers,Power + Distribution,A,Event,"$77M 5th NA factory expansion Sept 2025; 3 Missouri facilities; acquired CG Power USA; wind/solar focus",2025,8,https://www.missourinet.com/2025/09/23/washington-missouri-lands-major-expansion-from-weg-transformers/,$77M Missouri expansion; 5th NA factory,Brazilian parent; renewable energy focus
Hammond Power Solutions,hammondpowersolutions.com,"Guelph, ON Canada",Canada,,Public,HPS-A.TO,1917,Transformers,Dry-Type,B,Tailwind,"Largest dry-type transformer maker in North America; US + Canada facilities; industrial + commercial",2024,7,https://americas.hammondpowersolutions.com/,Largest NA dry-type maker,Canadian; 100+ years
Olsun Electrics,olsun.com,"Richmond, IL",USA,,Private,,1950,Transformers,Custom Dry-Type,B,Tailwind,"American custom transformer maker; 75 years; power + distribution dry-type; global installations",2024,6,https://www.olsun.com/about-us/,American custom transformers; 75 years,Specialty dry-type manufacturer
Niagara Power Transformer,niagarapowertransformer.com,"Buffalo, NY",USA,,Private,,1946,Transformers,Liquid-Filled Power,B,Tailwind,"Liquid-filled power + special application transformers; extreme conditions focus; Buffalo NY manufacturing",2024,6,https://www.niagarapowertransformer.com/,Buffalo NY transformer manufacturing,Specialty liquid-filled maker
Maddox Industrial Transformer,maddox.com,"Dallas, TX",USA,,Private,,1983,Transformers,New + Remanufactured,B,Tailwind,"New + remanufactured transformers; padmount + substation + dry-type; Texas-based; fast delivery",2024,6,https://www.maddox.com/,Texas transformer sales + service,New and refurbished units
S&C Electric,sandc.com,"Chicago, IL",USA,,Private,,1911,Switchgear + Protection,Reclosers + Switches,A,Event,"Chicago-based since 1911; reclosers + switchgear + grid automation; global T&D switching leader",2025,8,https://www.sandc.com/,Chicago; switchgear + recloser leader,113+ years; employee-owned
Powell Industries,powellind.com,"Houston, TX",USA,,Public,POWL,1947,Switchgear,Medium Voltage Metal-Clad,A,Event,"Acquired GE MV ANSI switchgear line; Houston HQ; PowlVac switchgear; US + Canada + UK operations",2025,8,https://powellindustriesinc.gcs-web.com/news-releases/news-release-details/powell-industries-announces-acquisition-ge-medium-voltage-ansi,Acquired GE MV switchgear line,Houston-based; GE alliance
Vertiv,vertiv.com,"Westerville, OH",USA,,Public,VRT,2016,Switchgear + Power,Data Center Power,A,Event,"Data center UPS + switchgear + thermal; Ohio HQ; AI/data center demand surge beneficiary",2025,8,https://en.wikipedia.org/wiki/Vertiv,Data center power + switchgear,Spun from Emerson; DC infrastructure
Lucy Electric,lucyelectric.com,"Thame, UK",UK,,Private,,1908,Switchgear,Secondary + RMU,B,Tailwind,"UK secondary switchgear specialist; Ring Main Units; distribution automation; 115+ years",2024,6,https://www.lucyelectric.com/all-secondary-switchgear-products/,UK switchgear; RMU specialist,International distribution
Tavrida Electric,tavrida.com,"Zug, Switzerland",Switzerland,,Private,,1990,Switchgear + Protection,Reclosers + Vacuum,B,Tailwind,"Top 3 global recloser supplier; MV vacuum switchgear; SF6-free technology; grid automation",2024,7,https://www.tavrida.com/tena/solutions/automatic-circuit-reclosers/tavrida-reclosers/,Top 3 recloser supplier; SF6-free,Swiss; vacuum technology leader
Ormazabal,ormazabal.com,"Igorre, Spain",Spain,,Private,,1967,Switchgear,MV Switchgear,B,Tailwind,"Spanish MV switchgear; secondary distribution; Velatia Group subsidiary; European manufacturing",2024,6,https://www.skyquestt.com/report/medium-voltage-switchgear-market/companies,Spanish MV switchgear,Velatia Group; Europe focus
SEL (Schweitzer Engineering),selinc.com,"Pullman, WA",USA,,Private,,1982,Protection + Automation,Relays + Grid Control,A,Event,"Protection relays + grid automation + control systems; Pullman WA; prevents blackouts; critical infrastructure",2025,8,https://selinc.com/company/about/,Protection + grid automation leader,Employee-owned; US manufacturing
Hubbell,hubbell.com,"Shelton, CT",USA,,Public,HUBB,1888,Utility Solutions,Substation + Connectors,A,Tailwind,"Utility solutions segment; substation equipment; grid modernization; renewable infrastructure; Fortune 500",2025,8,https://www.hubbell.com/hubbell/en,Utility + electrical solutions,135+ years; BURNDY brand
Valmont Industries,valmontutility.com,"Omaha, NE",USA,,Public,VMI,1946,Utility Structures,Poles + Substations,A,Tailwind,"Utility poles + substations + solar trackers; steel + concrete + composite poles; lattice towers",2025,7,https://en.wikipedia.org/wiki/Valmont_Industries,Utility poles + substations,Irrigation + infrastructure
Arcosa,arcosa.com,"Dallas, TX",USA,,Public,ACA,2018,Utility Structures,Poles + Wind Towers,A,Tailwind,"Utility structures + wind towers + traffic poles; Meyer Utility Structures brand; Texas-based; spun from Trinity",2025,8,https://www.arcosa.com/engineered-structure/,Utility structures + wind towers,Spun from Trinity Industries
Preformed Line Products,plp.com,"Cleveland, OH",USA,,Public,PLPC,1947,Utility Hardware,Cable Anchors + Connectors,B,Tailwind,"Cable anchoring + control hardware; splice closures; Cleveland OH since 1947; global operations",2024,6,https://plp.com/,Cleveland cable hardware leader,77+ years; global footprint
MacLean Power Systems,macleanpower.com,"Mundelein, IL",USA,,Private,,1959,Utility Hardware,Connectors + Insulators,B,Tailwind,"Utility connectors + insulators + surge arresters + pole line hardware; Illinois-based; nationwide",2024,6,https://www.macleanpower.com/,Illinois utility hardware,Connectors + insulators
NGK-Locke,ngk-locke.com,"Virginia Beach, VA",USA,,JV,GE + NGK,1965,Insulators,Polymer Transmission,B,Tailwind,"GE/NGK JV since 1965; polymer transmission insulators up to 500kV; US manufacturing; VA + GA + CA offices",2024,6,https://www.ngk-locke.com/,US polymer insulator manufacturing,GE + NGK Insulators JV
Sediver,sediver.com,"Paris, France",France,,Private,,1930,Insulators,Toughened Glass,A,Tailwind,"World leader toughened glass insulators; 90+ years; 600M+ insulators in service; transmission specialist",2025,7,https://www.sediver.com/,World leader glass insulators,French; 90+ years
LAPP Insulators,lappinsulators.com,"Wunsiedel, Germany",Germany,,Private,,1920,Insulators,Porcelain + Polymer,B,Tailwind,"Leading HV insulator manufacturer; porcelain + polymer; HVDC solutions; 100+ years; 70+ countries",2024,7,https://www.lappinsulators.com/us/,Porcelain + polymer insulators,German; 100+ years
PPC Insulators,ppcinsulators.com,"Carinthia, Austria",Austria,,Private,,1902,Insulators,Porcelain T&D,B,Tailwind,"Austrian porcelain insulator maker; T&D applications; 120+ years; European manufacturing",2024,6,https://ppcinsulators.com/products/transmission-and-distribution-insulators/,Austrian porcelain insulators,120+ years
Victor Insulators,victorinsulators.com,"Victor, NY",USA,,Private,,1893,Insulators,Polymer HV,B,Tailwind,"US polymer HV insulators; injection molding; New York manufacturing; 130+ years",2024,6,https://www.victorinsulators.com/polymer-insulators/,New York polymer insulators,130+ years; US manufacturing
Trench Group,trench-group.com,"Linz, Austria",Austria,,Private,Siemens,1954,Capacitors + Reactors,Air Core Reactors + Bushings,A,Event,"Framework agreements with GE Vernova + Hitachi + Siemens 2025; air core reactors up to 800kV; bushings; HVDC + FACTS",2025,8,https://trench-group.com/corporate-news/ge-vernova-hitachi-energy-siemens-energy-trench-group-signs-long-term-framework-agreements-with-system-suppliers-for-high-voltage-grids/,Framework deals with all major OEMs,Siemens subsidiary; Austria
Tridelta Meidensha,tridelta-meidensha.de,"Hermsdorf, Germany",Germany,,JV,Meidensha,1970,Surge Arresters,HV Surge Protection,B,Tailwind,"Surge arresters 1-800kV; 50+ years German manufacturing; Meidensha JV; porcelain + silicone housing",2024,7,https://tridelta-meidensha.de/en/,German surge arresters; 50+ years,German-Japanese JV
Itron,itron.com,"Liberty Lake, WA",USA,,Public,ITRI,1977,Smart Meters,AMI + Grid Edge,A,Tailwind,"Smart meters + AMI + grid edge intelligence; Liberty Lake WA; energy + water resource management",2025,7,https://en.wikipedia.org/wiki/Itron,Smart meters + grid edge,Washington State HQ
Landis+Gyr,landisgyr.com,"Zug, Switzerland",Switzerland,,Public,LAND.SW,1896,Smart Meters,AMI + Grid,A,Tailwind,"Only full-line meter manufacturer in NA; 100+ years metering expertise; smart grid solutions",2025,7,https://www.landisgyr.com/solution/multi-commodity-ami/,Only full-line NA meter maker,Swiss; 125+ years
Prysmian Group,prysmian.com,"Milan, Italy",Italy,,Public,PRY.MI,1879,Cables,HV + Subsea,A,Event,"World's largest cable maker; HVDC cables; offshore wind; acquired Encore Wire; 145+ years",2025,8,https://www.fastcompany.com/91442349/supply-chain-delays-transformers-push-power-grid,#1 global cable company; Encore Wire,Italian; HVDC + subsea leader
Nexans,nexans.com,"Paris, France",France,,Public,NEX.PA,1899,Cables,HV + Subsea,B,Event,"Charleston SC subsea cable facility; US offshore wind focus; HVDC cables; European leader",2024,7,https://www.nexans.com/,Charleston SC cable factory,French; 125+ years
Southwire,southwire.com,"Carrollton, GA",USA,,Private,,1950,Cables,Building Wire + Utility,B,Tailwind,"Largest US wire/cable maker; Georgia HQ + manufacturing; utility cables; family-owned",2024,6,https://www.southwire.com/,Largest US cable maker; Georgia,Family-owned since 1950
LS Cable & System,lscns.co.kr,"Anyang, Korea",Korea,,Public,LS,1962,Cables,HVDC + Subsea,A,Event,"Building largest US subsea cable factory in Virginia 2024; HVDC 525kV XLPE; Korean leader; offshore wind",2024,9,https://www.offshorewind.biz/2024/07/10/ls-cable-system-to-build-largest-us-subsea-cable-factory-in-virginia/,Virginia HVDC subsea factory,Korean; US expansion
Encore Wire,encorewire.com,"McKinney, TX",USA,,Private,Prysmian,1989,Cables,Building Wire,B,Tailwind,"Leading copper building wire; McKinney TX manufacturing; now Prysmian brand; residential + commercial",2024,6,https://www.encorewire.com/,Texas building wire; Prysmian,Acquired by Prysmian
Resilient Structures,resilientstructures.com,"Houston, TX",USA,,Private,,2003,Utility Structures,Composite Poles,B,Event,"Houston factory opened Jul 2024; composite utility poles; CenterPoint largest customer; 30 countries",2024,7,https://www.houstonchronicle.com/business/energy/article/electric-transmission-pole-resilient-19507283.php,Houston composite pole factory,CenterPoint supplier
Trystar,trystar.com,"Faribault, MN",USA,,Private,,1991,Power Distribution,PDUs + Switchgear,B,Tailwind,"Portable + permanent power distribution; acquired Controlled Power; UPS + power conditioning; Minnesota",2024,6,https://www.trystar.com/brands/controlled-power-company/,Minnesota power distribution,Controlled Power brand
OSI (Open Systems International),osii.com,"Medina, MN",USA,,Private,AspenTech,1992,Substation Automation,SCADA + EMS + ADMS,A,Tailwind,"Now AspenTech business; SCADA + EMS + DMS + DERMS; leading utility automation platform; Minneapolis area",2025,8,https://en.wikipedia.org/wiki/Open_Systems_International,Leading utility SCADA/EMS platform,Acquired by AspenTech
Survalent Technology,survalent.com,"Mississauga, ON Canada",Canada,,Private,,1963,Substation Automation,SCADA + ADMS,A,Tailwind,"60+ years ADMS experience; SurvalentONE platform; electric + water + gas utilities; Ontario multi-market project",2025,8,https://www.survalent.com/,60+ years ADMS leader,Canadian; integrated platform
NovaTech Automation,novatechautomation.com,"Leesburg, VA",USA,,Private,,1983,Substation Automation,RTU + SCADA,B,Tailwind,"Orion RTU family; substation automation + precision timing; Virginia-based; utility + industrial",2024,7,https://www.novatechautomation.com/,Virginia RTU + substation automation,40+ years; Orion platform
Stella-Jones,stella-jones.com,"Montreal, QC Canada",Canada,,Public,SJ.TO,1992,Utility Poles,Wood Poles + Railway Ties,A,Tailwind,"#1 NA wood pole maker (30% market); 40+ treating facilities; Baldwin Pole acquisition 2023; railway ties",2025,8,https://en.wikipedia.org/wiki/Stella-Jones,#1 NA wood poles; 30% market share,Montreal; 40+ facilities
Koppers,koppers.com,"Pittsburgh, PA",USA,,Public,KOP,1912,Utility Poles,Wood Poles + Treatment,A,Tailwind,"Wood poles + railroad ties + treatment chemicals; Cox Industrial acquisition; Pittsburgh HQ; 110+ years",2025,7,https://en.wikipedia.org/wiki/Koppers,Pittsburgh wood poles + treatment,110+ years; integrated wood products
Sabre Industries,sabreindustries.com,"Alvarado, TX",USA,,Private,,1977,Utility Structures,Transmission + Telecom,A,Tailwind,"Transmission structures 69-765kV; monopoles + H-frames + lattice; Alvarado TX state-of-art facility; leading US T&D structures",2025,8,https://sabreindustries.com/,Texas T&D structures leader,Telecom + utility structures
StressCrete Group,scgrp.com,"Atlanta, GA",USA,,Private,,1951,Utility Poles,Spun Concrete,B,Tailwind,"Spun concrete utility poles up to 118ft; lifetime warranty; distribution + transmission; 70+ years",2024,6,https://scgrp.com/utilitypoles/,Concrete poles; lifetime warranty,70+ years spun concrete
Arteche,arteche.com,"Bilbao, Spain",Spain,,Private,,1946,Instrument Transformers,CT + PT + CVT,A,Tailwind,"Instrument transformers up to 800kV; current + voltage + combined; Spanish manufacturing; IEEE/IEC certified",2025,7,https://www.arteche.com/en/high-voltage-instrument-transformers,Spanish CT/PT up to 800kV,75+ years; global presence
RITZ Instrument Transformers,rfritz.de,"Hamburg, Germany",Germany,,Private,,1919,Instrument Transformers,CT + PT,B,Tailwind,"German instrument transformer maker; low + medium + high voltage; 100+ years; precision metering",2024,6,https://www.power-technology.com/contractors/switchgear/ritz/,German CT/PT; 100+ years,Precision instrument transformers
WESCO International,wesco.com,"Pittsburgh, PA",USA,,Public,WCC,1922,Distribution,Electrical + Utility,A,Tailwind,"Fortune 500 electrical distributor; utility + communications + industrial; Pittsburgh HQ; 100+ years",2025,7,https://en.wikipedia.org/wiki/WESCO_International,Fortune 500 electrical distributor,Pittsburgh; 100+ years
Graybar Electric,graybar.com,"Clayton, MO",USA,,Private,Employee-owned,1869,Distribution,Electrical + Utility,A,Tailwind,"Fortune 500 electrical distributor; employee-owned; 300+ locations; St Louis area HQ; 150+ years",2025,7,https://en.wikipedia.org/wiki/Graybar,Employee-owned; Fortune 500 distributor,150+ years; employee-owned
Fluence Energy,fluenceenergy.com,"Arlington, VA",USA,,Public,FLNC,2018,Grid-Scale Storage,BESS + Software,A,Event,"AES + Siemens JV; 1 GW/4 GWh largest single project; grid-scale battery storage; Smartstack platform",2025,9,https://fluenceenergy.com/,AES+Siemens JV; grid-scale BESS leader,Public since 2021; global reach
Stem Inc,stem.com,"San Francisco, CA",USA,,Public,STEM,2009,Grid-Scale Storage,AI Software + BESS,A,Event,"Athena AI platform for battery optimization; acquired AlsoEnergy; solar + storage asset management",2025,8,https://www.stem.com/,AI-driven storage optimization,California; AlsoEnergy brand
TMEIC,tmeic.com,"Houston, TX",USA,,JV,Toshiba + Mitsubishi,2003,Inverters,Utility-Scale Solar,A,Event,"9 GW Texas solar inverter factory opened Nov 2024; 144K sqft Westport facility; 300+ inverters by Feb 2025; HQ moving to Houston",2025,9,https://pv-magazine-usa.com/2024/08/23/tmeic-announces-9-gw-utility-scale-solar-inverter-factory-in-texas/,Texas 9 GW solar inverter factory,Toshiba + Mitsubishi JV
Enel North America,enelnorthamerica.com,"Andover, MA",USA,,Public,ENEL.MI,1962,Grid-Scale Storage,BESS + Renewables,A,Event,"10+ GW US capacity; 1.3 GW Texas BESS; 520 MW/780 MWh operational storage; tripled TX capacity 2023",2025,8,https://www.enelnorthamerica.com/about-us/newsroom/search-press/press/2024/03/enel-10gw,10+ GW US; 1.3 GW Texas storage,Italian parent; major US presence
Caterpillar Electric Power,cat.com,"Peoria, IL",USA,,Public,CAT,1925,Generator Sets,Diesel + Gas,A,Event,"Data center power leader; G3520K gas gensets; Joule + Wheeler partnership; DCP (Data Center Power) rating; global dealer network",2025,9,https://www.cat.com/en_US/by-industry/electric-power/electric-power-industries/data-centers.html,Data center power leader; DCP rating,Peoria IL; 100 years
Cummins Power Generation,cummins.com,"Columbus, IN",USA,,Public,CMI,1919,Generator Sets,Diesel + Gas,A,Event,"Integrated gensets (engine + alternator + controls); 315kW-2MW gas; data center innovations; diesel + natural gas + alternative fuel",2025,9,https://www.cummins.com/generators,Integrated gensets; data center leader,Columbus IN; 100+ years
Generac Power Systems,generac.com,"Waukesha, WI",USA,,Public,GNRC,1959,Generator Sets,Diesel + Gas + Residential,A,Event,"345K sqft Beaver Dam facility Jul 2025; Sussex WI C&I expansion Jan 2026; megawatt-scale data center gensets",2025,9,https://investors.generac.com/news-releases/news-release-details/generac-expands-its-commercial-industrial-manufacturing,Wisconsin expansion; data center gensets,Waukesha WI; residential + C&I
Rehlko (Kohler Energy),rehlko.com,"Kohler, WI",USA,,Private,Platinum Equity,1920,Generator Sets,Diesel + Gas,A,Event,"Rebranded from Kohler Energy Sep 2024; Mosel WI site redesigned; expanding industrial generators; Milwaukee area HQ",2025,8,https://www.rehlko.com/kohler-energy-is-now-rehlko,Rebranded; WI industrial expansion,Platinum Equity owned; 100+ years
Rolls-Royce MTU,mtu-solutions.com,"Friedrichshafen, Germany",Germany,,Public,RR.L,1909,Generator Sets,Diesel + Gas,A,Event,"mtu Series 1600 upgraded Feb 2025; fast-start gas gensets for data centers; Tier III/IV data center compliant; 100% load factor",2025,8,https://www.rolls-royce.com/media/press-releases/2025/13-02-2025-rolls-royce-introduces-upgraded-mtu-series-1600-generator-sets-for-50-hertz-market.aspx,Data center gensets; Series 1600 upgrade,German; comprehensive DC portfolio
INNIO Group,innio.com,"Jenbach, Austria",Austria,,Private,Advent International,2018,Generator Sets,Gas Engines,A,Event,"Jenbacher + Waukesha brands; Texas grid stability project; data center power infrastructure; myplant AI platform",2025,8,https://www.innio.com/en/news-media/press-releases/innio-to-supply-technology-for-a-landmark-project-in-texasreinforcing-grid-stability/,Texas grid project; Jenbacher + Waukesha,Austria + Wisconsin + Canada ops
Wärtsilä Energy,wartsila.com,"Helsinki, Finland",Finland,,Public,WRT1V.HE,1834,Generator Sets,Gas Engines + Grid Balancing,A,Event,"31SG Balancer 12.4MW engine; Tornio Finland power plant Dec 2024; grid balancing + renewable integration",2025,8,https://www.wartsila.com/media/news/19-12-2024-wartsila-s-new-balancing-engine-power-plant-for-tornion-voima-supports-finland-s-energy-transition-3549412,Grid balancing engines; 12.4MW,Finnish; 190 years
Perkins Engines,perkins.com,"Peterborough, UK",UK,,Private,Caterpillar,1932,Generator Engines,Diesel Engines,B,Tailwind,"Caterpillar subsidiary since 1998; Peterborough UK manufacturing; 400/904/1200 Series engines; power generation focus",2024,7,https://en.wikipedia.org/wiki/Perkins_Engines,Caterpillar subsidiary; UK manufacturing,90+ years; UK + global
HIMOINSA,himoinsa.com,"Murcia, Spain",Spain,,Private,Yanmar,1982,Generator Sets,Diesel + Gas,B,Tailwind,"Yanmar company; 100K gensets with Yanmar engines; Scania engine range; 10-750kVA industrial; global presence",2024,7,https://www.himoinsa.com/,Yanmar company; 100K+ gensets,Spanish; global manufacturing
Blue Star Power Systems,bluestarps.com,"Berwick, PA",USA,,Private,,1993,Generator Sets,Diesel + Gas,B,Tailwind,"Pennsylvania systems integrator; 30kW-2500kW diesel; 40kW-1000kW gas; custom genset packages",2024,6,https://www.bluestarps.com/,Pennsylvania custom gensets,US integrator; multi-brand engines
Briggs & Stratton,briggsandstratton.com,"Milwaukee, WI",USA,,Private,,1908,Generator Sets,Residential + Commercial,B,Tailwind,"World's largest outdoor power engine maker; Vanguard commercial brand; standby generators; Milwaukee WI HQ",2024,6,https://www.linkedin.com/company/briggs-&-stratton,Milwaukee; Vanguard commercial,115+ years; residential focus
GE Vernova Gas Power,gevernova.com,"Greenville, SC",USA,,Public,GEV,2024,Gas Turbines,Heavy-Duty + Aeroderivative,A,Event,"$160M Greenville expansion; 80 GW backlog by end 2025; 80 turbines/year capacity; Duke Energy major deal; HA turbine 3M hours",2025,10,https://www.utilitydive.com/news/ge-vernova-gas-turbine-investor/807662/,80 GW backlog; Greenville SC expansion,Largest gas turbine maker
Siemens Energy Gas,siemens-energy.com,"Houston, TX",USA,,Public,ENR.DE,2020,Gas Turbines,Heavy-Duty SGT,A,Event,"$1B US investment; NC transformer + FL/AL/NY/TX gas turbine expansion; SGT6-9000HL for Texas data centers",2025,9,https://www.power-eng.com/gas/turbines/siemens-energy-to-invest-1b-in-u-s-manufacturing-as-grid-gas-turbine-demand-rises/,$1B US investment; multi-state expansion,7000+ turbines installed globally
Mitsubishi Power,power.mhi.com,"Savannah, GA",USA,,Public,7011.T,2014,Gas Turbines,Heavy-Duty JAC,A,Event,"Savannah GA manufacturing; JAC turbine most efficient; Takasago Hydrogen Park verification; 4M+ operating hours",2025,8,https://power.mhi.com/regions/amer/products/gas-turbines,Savannah GA manufacturing; JAC turbine,Japanese parent; hydrogen-ready
Baker Hughes Turbines,bakerhughes.com,"Houston, TX",USA,,Public,BKR,2017,Gas Turbines,Aeroderivative NovaLT,A,Event,"NovaLT for data centers; TURBINE-X + Frontier Infrastructure orders; 16 turbines for 270MW data center project",2025,9,https://investors.bakerhughes.com/news-releases/news-release-details/baker-hughes-supply-novalttm-gas-turbines-frontier,Data center NovaLT orders,Houston; aeroderivative leader
Solar Turbines,solarturbines.com,"San Diego, CA",USA,,Private,Caterpillar,1927,Gas Turbines,Industrial Mid-Size,A,Tailwind,"Caterpillar subsidiary; 17K+ units installed; 3B+ operating hours; 1-39 MW range; San Diego HQ + manufacturing",2025,8,https://www.linkedin.com/company/solarturbines,17K+ units; San Diego manufacturing,Caterpillar subsidiary; 100 countries
Pratt & Whitney Power Systems,pwps.com,"East Hartford, CT",USA,,Private,RTX,1925,Gas Turbines,Aeroderivative FT8,B,Tailwind,"FT8 + FT4000 aeroderivatives; 400+ FT8 engines delivered; 3M+ fleet hours; RTX/United Technologies subsidiary",2024,7,https://en.wikipedia.org/wiki/Pratt_%26_Whitney,FT8 aeroderivative; East Hartford,RTX subsidiary; aviation heritage
Ansaldo Energia,ansaldoenergia.com,"Genoa, Italy",Italy,,Private,CDP,1853,Gas Turbines,Heavy-Duty GT36,B,Tailwind,"Italian H-class GT36 turbine; 780MW combined cycle; hydrogen-ready 50% blend; 170+ years",2024,7,https://www.ansaldoenergia.com/offering/equipment/turbomachinery/gt36,Italian GT36; hydrogen-ready,170+ years; CDP owned
Kawasaki Gas Turbines,kawasaki.com,"Kobe, Japan",Japan,,Public,7012.T,1896,Gas Turbines,Industrial Cogeneration,B,Tailwind,"GPB Series cogeneration; world's first 100% hydrogen dry-combustion turbine (GPB17MMX); 700+ systems delivered",2024,7,https://global.kawasaki.com/en/energy/equipment/gas_turbines/index.html,Hydrogen turbine pioneer; 700+ systems,Japanese; 100% H2 capable
