company_name,company_slug,website,current_signal_code,signal_date,signal_text,source_url,valid_signal_code,action
Andelyn Biosciences,andelyn-biosciences,https://andelynbio.com,serial_expander,2024-01-01,Gene therapy CDMO spinout from Nationwide Children's; multiple facility locations,https://www.andelynbio.com/,SERIAL_EXPANDER,KEEP
Anduril Industries,anduril-industries,https://anduril.com,contract_award,2024-12-01,Anduril Wins $1B+ Counter-UAS Contract,https://anduril.com/newsroom,CONTRACT_WIN,UPDATE
Anduril Industries,anduril-industries,https://anduril.com,funding_round,2024-08-22,Anduril Raises $1.5B at $8B+ Valuation,https://techcrunch.com,FUNDING_LADDER,UPDATE
Ansaldo Energia,ansaldo-energia,ansaldoenergia.com,,,,,,
Apertura Gene Therapy,apertura-gene-therapy,https://aperturagtx.com,expansion_announcement,2026-02-14,Signal detected,https://aperturagtx.com/,,DELETE
Apex Space,apex-space,https://apexspace.com,new_facility,2025-01-01,"$200M Series C (April 2025); Factory One scaling to 100,000 sq ft; 200+ buses/year capacity",https://www.prnewswire.com/news-releases/apex-raises-200-million-in-series-c-funding-to-increase-productized-satellite-bus-manufacturing-302440649.html,,DELETE
Apollo Fusion (Astra),apollo-fusion-astra,https://apollo-fusion.com,,,,,,
Applied Ion Systems,applied-ion-systems,https://appliedionsystems.com,,,,,,
Applied Materials,applied-materials,appliedmaterials.com,new_facility,2025-01-01,$200M Arizona investment; $400M+ US expansion; Apple partnership; 6th consecutive growth year FY2025,https://www.trendforce.com/news/2025/09/02/news-applied-materials-reportedly-sees-limited-u-s-incentive-effect-offers-nuanced-view-on-china/,,DELETE
Applied Materials,applied-materials,appliedmaterials.com,new_facility,2025-01-01,$200M Arizona investment; $400M+ US expansion; Apple partnership; 6th consecutive growth year FY2025,https://www.trendforce.com/news/2025/09/02/news-applied-materials-reportedly-sees-limited-u-s-incentive-effect-offers-nuanced-view-on-china/,,DELETE
Apptronik,apptronik,https://apptronik.com,new_facility,2025-01-01,$350M Series A (Google-backed) + $5B valuation + leasing new space to ramp Apollo production,https://www.reuters.com/technology/apptronik-raises-350-million-scale-production-humanoid-robots-2025-02-13/,,DELETE
Aptos Orbital,aptos-orbital,https://aptosorbital.com,,,,,,
Arcellx,arcellx,https://arcellx.com,oem_partner,2024-01-01,Anito-cel in Phase 3 (iMMagine-3) with Kite/Gilead for multiple myeloma; D-Domain binder technology,https://www.gilead.com/news/news-details/2024/kite-and-arcellx-continue-momentum-with-advances-in-anito-cel-multiple-myeloma-program,OEM_PARTNER,KEEP
Arcosa,arcosa,arcosa.com,,,,,,
Ardentec,ardentec,ardentec.com,,,,,,
ARM Holdings,arm-holdings,arm.com,,,,,,
Array Labs,array-labs,arraylabs.com,,,,,,
Array Technologies,array-technologies,arraytechinc.com,new_facility,2025-01-01,100% domestic content trackers H1 2025; Albuquerque NM factory construction; #3 global tracker,https://www.pv-tech.org/array-on-course-to-deliver-100-domestic-content-pv-tracker-in-h1-2025/,,DELETE
Array Technologies,array-technologies,arraytechinc.com,new_facility,2025-01-01,100% domestic content trackers H1 2025; Albuquerque NM factory construction; #3 global tracker,https://www.pv-tech.org/array-on-course-to-deliver-100-domestic-content-pv-tracker-in-h1-2025/,,DELETE
Arteche,arteche,arteche.com,,,,,,
ASE Technology,ase-technology,aseglobal.com,,,,,,
AskBio (Bayer),askbio-bayer,https://askbio.com,expansion_announcement,2026-02-14,Signal detected,https://www.askbio.com/bayer-acquires-askbio-to-broaden-innovation-base-in-cell-and-gene-therapy/,,DELETE
ASM International,asm-international,asm.com,,,,,,
ASML,asml,asml.com,new_facility,2025-01-01,ASML Connecticut $200M Expansion,https://www.advancect.org/news-and-media/p/item/43734/asml-investing-200-million-in-connecticut-facility-adding-1000-jobs,,DELETE
ASML,asml,asml.com,new_facility,2025-01-01,$200M Connecticut expansion; 1000 new jobs; EUV monopoly; critical to all leading-edge fabs,https://www.advancect.org/news-and-media/p/item/43734/asml-investing-200-million-in-connecticut-facility-adding-1000-jobs,,DELETE
ASML,asml,asml.com,new_facility,2025-01-01,$200M Connecticut expansion; 1000 new jobs; EUV monopoly; critical to all leading-edge fabs,https://www.advancect.org/news-and-media/p/item/43734/asml-investing-200-million-in-connecticut-facility-adding-1000-jobs,,DELETE
ASMPT,asmpt,asmpt.com,,,,,,
Astranis,astranis,https://astranis.com,new_facility,2025-01-01,4 MicroGEO satellites launched (Dec 2024); $8M USSF contract; scaling manufacturing capacity,https://spacenews.com/four-satellite-astranis-launch-signals-shift-toward-scaled-geo-deployments/,,DELETE
Astrogate Labs,astrogate-labs,https://astrogatelabs.com,,,,,,
Astronics Corporation,astronics-corporation,https://astronics.com,,,,,,
Astroscale,astroscale,https://astroscale.com,,,,,,
Atara Biotherapeutics,atara-biotherapeutics,https://atarabio.com,investment_plan_announced,2021-01-01,Building $55M 90K sq ft CAR-T manufacturing facility in Thousand Oaks; allogeneic EBV-specific T cel,https://bioinformant.com/car-t-companies-the-meteoric-rise-of-cellular-immunotherapies/,INVESTMENT_PLAN_ANNOUNCED,KEEP
Atlant 3D,atlant-3d,atlant3d.com,,,,,,
Atlas Space Operations,atlas-space-operations,https://atlasspace.com,,,,,,
Atomic-6,atomic-6,https://www.atomic-6.com/,,,,,,
Autolus Therapeutics,autolus-therapeutics,https://autolus.com,expansion_announcement,2026-02-14,Signal detected,https://autolus.gcs-web.com/news-releases/news-release-details/autolus-therapeutics-announces-updated-manufacturing-facility,,DELETE
Axcelis Technologies,axcelis-technologies,axcelis.com,new_facility,2025-01-01,Purion Power Series+ launched Sept 2025 for SiC; $6B market opportunity by 2030; 4 SEC filings re: e,https://investor.axcelis.com/news-releases/news-release-details/axcelis-announces-launch-companys-new-purion-power-series-ion,,DELETE
Axiom Materials,axiom-materials,https://axiommaterials.com/,,,,,,
Axiom Space,axiom-space,https://axiomspace.com,,,,,,
BAE Systems,bae-systems,https://www.baesystems.com/,,,,,,
Baker Hughes Turbines,baker-hughes-turbines,bakerhughes.com,,,,,,
Ball Aerospace,ball-aerospace,https://ballaerospace.com,,,,,,
Ballard Power,ballard-power,ballard.com,new_facility,2025-01-01,Heavy-duty mobility fuel cells; transit bus + truck focus; European + China expansion,https://www.ballard.com/,,DELETE
Battelle Memorial Institute,battelle-memorial-institute,https://www.battelle.org/,,,,,,
Benchmark Space Systems,benchmark-space-systems,https://benchmarkspacesystems.com,new_facility,2025-01-01,"40,000 sq ft facility in Burlington VT; tripled production capacity; UK expansion",https://www.benchmarkspacesystems.com/news/post/press-release-benchmark-space-systems-triples-propulsion-system-production-capacity-doubles-personnel-to-meet-thruster-and-in-space-mobility-demand,,DELETE
Benchmark Space Systems,benchmark-space-systems,https://benchmarkspacesystems.com,new_facility,2025-01-01,"40,000 sq ft facility in Burlington VT; tripled production capacity; UK expansion",https://www.benchmarkspacesystems.com/news/post/press-release-benchmark-space-systems-triples-propulsion-system-production-capacity-doubles-personnel-to-meet-thruster-and-in-space-mobility-demand,,DELETE
Berkshire Grey,berkshire-grey,https://www.berkshiregrey.com/,,,,,,
Besi (BE Semiconductor),besi-be-semiconductor,besi.com,,,,,,
Beta Technologies,beta-technologies,beta.team,new_facility,2025-01-01,Charging network buildout; UPS partnership; Vermont manufacturing facility expansion,https://beta.team/news/,,DELETE
Beta Technologies,beta-technologies,beta.team,new_facility,2025-01-01,Charging network buildout; UPS partnership; Vermont manufacturing facility expansion,https://beta.team/news/,,DELETE
Beyond Gravity,beyond-gravity,https://beyondgravity.com,,,,,,
Bloom Energy,bloom-energy,bloomenergy.com,,,,,,
Blue Canyon Technologies,blue-canyon-technologies,https://bluecanyontech.com,,,,,,
Blue Origin,blue-origin,https://blueorigin.com,new_facility,2025-01-01,New Titusville FL manufacturing facility (100 jobs); Central Texas ~$1B expansion planned,https://www.floridatoday.com/story/tech/science/space/2025/09/26/blue-origin-future-titusville-manufacturing-facility-to-employ-100-workers-in-brevard-county-florida/86350571007/,,DELETE
Blue Origin,blue-origin,https://blueorigin.com,new_facility,2025-01-01,New Titusville FL manufacturing facility (100 jobs); Central Texas ~$1B expansion planned,https://www.floridatoday.com/story/tech/science/space/2025/09/26/blue-origin-future-titusville-manufacturing-facility-to-employ-100-workers-in-brevard-county-florida/86350571007/,,DELETE
Blue Star Power Systems,blue-star-power-systems,bluestarps.com,,,,,,
bluebird bio,bluebird-bio,https://bluebirdbio.com,expansion_announcement,2026-02-14,Signal detected,https://www.fiercepharma.com/pharma/bluebird-taps-lonza-boost-manufacturing-capacity-its-gene-therapies-zynteglo-and-skysona,,DELETE
Boeing,boeing,https://www.boeing.com/,expansion_announcement,2026-02-03,$7M composite manufacturing expansion in Wichita KS,https://www.bizjournals.com/wichita/news/2026/02/03/boeing-expansion-investment-manufacturing-spirit.html,,DELETE
Boeing,boeing,https://www.boeing.com/,expansion_announcement,2026-02-03,$7M composite manufacturing expansion in Wichita KS,https://www.bizjournals.com/wichita/news/2026/02/03/boeing-expansion-investment-manufacturing-spirit.html,,DELETE
Boston Dynamics,boston-dynamics,https://bostondynamics.com/,,,,,,
Boston Materials,boston-materials,https://bostonmaterials.co/,,,,,,
Boviet Solar,boviet-solar,bovietsolar.com,new_facility,2025-01-01,3 GW North Carolina module + cell facility expansion Sept 2025; fully integrated US manufacturing,https://www.solarpowerworldonline.com/2025/09/boviet-solar-adds-another-gigawatt-of-capacity-at-nc-solar-panel-manufacturing-facility/,,DELETE
Boviet Solar,boviet-solar,bovietsolar.com,new_facility,2025-01-01,3 GW North Carolina module + cell facility expansion Sept 2025; fully integrated US manufacturing,https://www.solarpowerworldonline.com/2025/09/boviet-solar-adds-another-gigawatt-of-capacity-at-nc-solar-panel-manufacturing-facility/,,DELETE
Bradford Space,bradford-space,https://bradford-space.com,,,,,,
Briggs & Stratton,briggs-stratton,briggsandstratton.com,,,,,,
Broadcom,broadcom,broadcom.com,,,,,,
Brooks Automation,brooks-automation,brooks.com,,,,,,
BWX Technologies,bwx-technologies,bwxt.com,,,,,,
BYD Energy Storage,byd-energy-storage,https://www.byd.com/,,,,,,
C-CAT,c-cat,https://www.c-cat.net/,,,,,,
Cambium,cambium,https://cambium-usa.com/,,,,,,
Camtek,camtek,camtek.com,,,,,,
Canadian Solar,canadian-solar,canadiansolar.com,new_facility,2025-01-01,3 US facilities: modules + cells + e-STORAGE; $3.2B backlog; 81 GWh storage pipeline; Texas expansio,https://investors.canadiansolar.com/news-releases/news-release-details/canadian-solar-reports-fourth-quarter-and-full-year-2024-results,,DELETE
Canadian Solar,canadian-solar,canadiansolar.com,new_facility,2025-01-01,3 US facilities: modules + cells + e-STORAGE; $3.2B backlog; 81 GWh storage pipeline; Texas expansio,https://investors.canadiansolar.com/news-releases/news-release-details/canadian-solar-reports-fourth-quarter-and-full-year-2024-results,,DELETE
Canopy Aerospace,canopy-aerospace,https://www.canopyaerospace.com/,,,,,,
Capella Space,capella-space,https://capellaspace.com,,,,,,
Capricor Therapeutics,capricor-therapeutics,https://capricor.com,regulatory_milestone,2025-09-01,Deramiocel for DMD cardiomyopathy; received CRL but addressing; small in-house San Diego facility,https://www.capricor.com/investors/news-events/press-releases/detail/329/capricor-therapeutics-reports-third-quarter-2025-financial,REGULATORY_MILESTONE,KEEP
Capsida Biotherapeutics,capsida-biotherapeutics,https://capsida.com,oem_partner,2023-05-01,Fully integrated end-to-end including GMP manufacturing; partnered with CRISPR Therapeutics and AbbV,https://capsida.com/science-innovation/,OEM_PARTNER,KEEP
Caribou Biosciences,caribou-biosciences,https://cariboubio.com,expansion_announcement,2026-02-14,Signal detected,https://www.cariboubio.com/,,DELETE
Castelion,castelion,https://www.castelion.com/,new_facility,2025-01-01,$350M Series B + Project Ranger 1000-acre NM manufacturing campus,https://www.castelion.com/news/series-b/,,DELETE
Castelion,castelion,https://www.castelion.com/,new_facility,2025-01-01,$350M Series B + Project Ranger 1000-acre NM manufacturing campus,https://www.castelion.com/news/series-b/,,DELETE
Caterpillar Electric Power,caterpillar-electric-power,cat.com,,,,,,
CATL,catl,https://www.catl.com/,,,,,,
Cellectis,cellectis,https://cellectis.com,us_entity_formation,2020-06-01,French company; in-house GMP facilities in both Paris and Raleigh NC; UCART allogeneic platform,https://www.cellectis.com/en/press/cellectis-enters-lease-agreement-to-build-manufacturing-facility-advancing-towards-commercialization-of-its-ucart-portfolio,US_ENTITY_FORMATION,KEEP
Centrus Energy,centrus-energy,centrusenergy.com,new_facility,2025-01-01,First US HALEU production Oct 2023; DOE contract expansion; critical for advanced reactors,https://www.centrusenergy.com/,,DELETE
CesiumAstro,cesiumastro,https://cesiumastro.com,new_facility,2025-01-01,"$470M Series C; building 270,000 sq ft HQ/manufacturing facility; 500+ jobs planned",https://spacenews.com/cesiumastro-to-scale-operations-with-450-million-in-equity-and-debt-financing/,,DELETE
ChipMOS,chipmos,chipmos.com,,,,,,
Cirrus Logic,cirrus-logic,cirrus.com,,,,,,
Clas-SiC Wafer Fab,clas-sic-wafer-fab,clas-sic.com,new_facility,2025-01-01,£12M investment; 150mm SiC wafer foundry; prototyping and low-volume production,https://clas-sic.com/,,DELETE
ClearSpace,clearspace,https://clearspace.today,,,,,,
Cognitive Space,cognitive-space,https://cognitivespace.com,,,,,,
Coherent (II-VI),coherent-ii-vi,https://coherent.com,new_facility,2025-01-01,$1B investment from Denso/Mitsubishi; PA factory to 1M 150mm SiC equivalents by 2027; $33M CHIPS fun,https://www.coherent.com/news/press-releases/ii-vi-incorporated-accelerates-investment-in-silicon-carbide-substrate-and-epitaxial-wafer-manufacturing-with-large-scale-factory-expansions-in-pennsylvania-and-sweden,,DELETE
Coherent (II-VI),coherent-ii-vi,https://coherent.com,new_facility,2025-01-01,$1B investment from Denso/Mitsubishi; PA factory to 1M 150mm SiC equivalents by 2027; $33M CHIPS fun,https://www.coherent.com/news/press-releases/ii-vi-incorporated-accelerates-investment-in-silicon-carbide-substrate-and-epitaxial-wafer-manufacturing-with-large-scale-factory-expansions-in-pennsylvania-and-sweden,,DELETE
Coherent Corp,coherent-corp,https://coherent.com,earnings_signal,2026-02-09,SEC 8-K filed - SiC substrates expansion,https://www.sec.gov/cgi-bin/browse-edgar?CIK=820318,,DELETE
Coherent Corp,coherent-corp,https://coherent.com,earnings_signal,2026-02-04,8-K filed Feb 4 - SiC substrate expansion continues,https://www.sec.gov/cgi-bin/browse-edgar?CIK=820318,,DELETE
Cohu,cohu,cohu.com,,,,,,
Collins Aerospace,collins-aerospace,https://collinsaerospace.com,,,,,,
Commonwealth Fusion Systems,commonwealth-fusion,https://cfs.energy,product_launch,2024-06-18,Commonwealth Fusion Achieves SPARC Magnet Milestone,https://cfs.energy/news,PRODUCT_SUCCESS,UPDATE
COMSPOC,comspoc,https://comspoc.com,,,,,,
Concept Group LLC,concept-group-llc,https://conceptgroupllc.com/,,,,,,
Convalt Energy,convalt-energy,convalt.com,,,,,,
Corintis,corintis,corintis.com,,,,,,
Cummins Accelera,cummins-accelera,accelerazero.com,,,,,,
Cummins Power Generation,cummins-power-generation,cummins.com,,,,,,
Cyclic Materials,cyclic-materials,https://cyclicmaterials.earth/,new_facility,2025-01-01,$82M investment in new rare earth recycling campus in McBee SC + existing US commercial facility,https://www.businesswire.com/news/home/20260129743973/en/Cyclic-Materials-to-Expand-U.S.-Rare-Earth-Recycling-Footprint-with-New-South-Carolina-Campus,,DELETE
Cyclic Materials,cyclic-materials,https://cyclicmaterials.earth/,new_facility,2025-01-01,$82M investment in new rare earth recycling campus in McBee SC + existing US commercial facility,https://www.businesswire.com/news/home/20260129743973/en/Cyclic-Materials-to-Expand-U.S.-Rare-Earth-Recycling-Footprint-with-New-South-Carolina-Campus,,DELETE
d-Matrix,d-matrix,d-matrix.ai,new_facility,2025-01-01,$275M Series C Dec 2025; digital in-memory compute; $450M total raised; global expansion,https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/,,DELETE
D-Orbit,d-orbit,https://dorbit.space,,,,,,
Dawn Aerospace,dawn-aerospace,https://dawnaerospace.com,,,,,,
DB HiTek,db-hitek,dbhitek.com,new_facility,2025-01-01,Image sensor expansion; machine vision/autonomous vehicles; high value-added focus,https://dbhitek.com/en/index,,DELETE
Delta Star,delta-star,deltastar.com,,,,,,
Diodes Incorporated,diodes-incorporated,diodes.com,,,,,,
DISCO Corporation,disco-corporation,disco.co.jp,,,,,,
DNP (Dai Nippon Printing),dnp-dai-nippon-printing,global.dnp,,,,,,
Draper Laboratory,draper-laboratory,https://www.draper.com/,,,,,,
Dynetics,dynetics,https://www.leidos.com/,,,,,,
Eaton,eaton,eaton.com,new_facility,2025-01-01,$340M Jonesville SC 3rd transformer facility Feb 2025; $1B+ NA investment since 2023; production 202,https://www.eaton.com/us/en-us/company/news-insights/news-releases/2025/eaton-invests-in-new-south-carolina-transformer-manufacturing.html,,DELETE
Eaton,eaton,eaton.com,new_facility,2025-01-01,$340M Jonesville SC 3rd transformer facility Feb 2025; $1B+ NA investment since 2023; production 202,https://www.eaton.com/us/en-us/company/news-insights/news-releases/2025/eaton-invests-in-new-south-carolina-transformer-manufacturing.html,,DELETE
EchoStar,echostar,https://echostar.com,,,,,,
Electric Hydrogen,electric-hydrogen,eh2.com,new_facility,2025-01-01,$220M+ raised; 1 GW/year stack production target; HIF Texas e-Fuels project supplier,https://eh2.com/,,DELETE
Electric Hydrogen,electric-hydrogen,eh2.com,new_facility,2025-01-01,$220M+ raised; 1 GW/year stack production target; HIF Texas e-Fuels project supplier,https://eh2.com/,,DELETE
Eli Lilly,eli-lilly,https://lilly.com,expansion_announcement,2026-01-30,$3.5B Pennsylvania plant - 4th new US facility in 12 months,https://www.reuters.com/business/healthcare-pharmaceuticals/eli-lilly-build-35-billion-pennsylvania-plant-us-manufacturing-push-2026-01-30/,,DELETE
Eli Lilly,eli-lilly,https://lilly.com,expansion_announcement,2026-01-30,$3.5B Pennsylvania plant - 4th new US facility in 12 months,https://www.reuters.com/business/healthcare-pharmaceuticals/eli-lilly-build-35-billion-pennsylvania-plant-us-manufacturing-push-2026-01-30/,,DELETE
EnCharge AI,encharge-ai,enchargeai.com,,,,,,
Encoded Therapeutics,encoded-therapeutics,https://encoded.com,regulatory_milestone,2024-01-01,GMP manufacturing facility in RTP NC; ETX101 for Dravet syndrome has RMAT designation,https://encoded.com/in-the-code/right-sized-in-rtp-building-out-encodeds-manufacturing-ecosystem/,REGULATORY_MILESTONE,KEEP
Encore Wire,encore-wire,encorewire.com,,,,,,
Endurosat,endurosat,https://endurosat.com,,,,,,
Enel 3Sun,enel-3sun,3sun.com,new_facility,2025-01-01,€560M Sicily 3 GW gigafactory (Europe's largest); US 3 GW plant announced; HJT technology,https://www.eib.org/en/press/all/2024-020-europe-s-biggest-solar-gigafactory-3sun-secures-eur560-million-financing-from-eib-and-pool-of-italian-banks-led-by-unicredit-and-backed-by-sace,,DELETE
Enel North America,enel-north-america,enelnorthamerica.com,new_facility,2025-01-01,10+ GW US capacity; 1.3 GW Texas BESS; 520 MW/780 MWh operational storage; tripled TX capacity 2023,https://www.enelnorthamerica.com/about-us/newsroom/search-press/press/2024/03/enel-10gw,,DELETE
Enel North America,enel-north-america,enelnorthamerica.com,new_facility,2025-01-01,10+ GW US capacity; 1.3 GW Texas BESS; 520 MW/780 MWh operational storage; tripled TX capacity 2023,https://www.enelnorthamerica.com/about-us/newsroom/search-press/press/2024/03/enel-10gw,,DELETE
Energy Fuels,energy-fuels,https://www.energyfuels.com/,,,,,,
EnerVenue,enervenue,https://enervenue.com/,,,,,,
Enphase Energy,enphase-energy,https://enphase.com/,new_facility,2025-01-01,US microinverter manufacturing; IQ9 with GaN launching 2025; batteries + EV chargers; domestic conte,https://www.solarpowerworldonline.com/2024/09/inverter-manufacturers-highlight-higher-domestic-content-at-re-2024/,,DELETE
Enphase Energy,enphase-energy,https://enphase.com/,new_facility,2025-01-01,SC + WI + third US site; IQ Battery 5P,https://enphase.com/,,DELETE
Enphase Energy,enphase-energy,https://enphase.com/,new_facility,2025-01-01,SC + WI + third US site; IQ Battery 5P,https://enphase.com/,,DELETE
Enpulsion,enpulsion,https://enpulsion.com,,,,,,
Entegris,entegris,entegris.com,new_facility,2025-01-01,$1.4B total US investment; $700M R&D; $600M Colorado Springs manufacturing; Aurora IL tech center,https://evertiq.com/news/2025-08-22-entegris-announces-700-million-investment-in-us,,DELETE
Entegris,entegris,entegris.com,new_facility,2025-01-01,$1.4B total US investment; $700M R&D; $600M Colorado Springs manufacturing; Aurora IL tech center,https://evertiq.com/news/2025-08-22-entegris-announces-700-million-investment-in-us,,DELETE
Eos Energy,eos-energy,https://www.eose.com/,new_facility,2025-01-01,$353M DOE loan; Turtle Creek automation expansion; HQ move to Pittsburgh; 735 jobs,https://dced.pa.gov/newsroom/governor-shapiro-secures-nearly-353-million-investment-from-eos-energy/,,DELETE
Epsilon3,epsilon3,https://epsilon3.io,,,,,,
ERMCO,ermco,ermco-eci.com,,,,,,
ESMC (TSMC/Bosch/Infineon/NXP),esmc-tsmcboschinfineonnxp,esmc.eu,new_facility,2025-01-01,Dresden fab joint venture; TSMC-operated; production expected 2027; €10B investment,https://pr.tsmc.com/english/news/3049,,DELETE
ESS Inc.,ess-inc,https://essinc.com/,new_facility,2025-01-01,$50M EXIM grant for expansion,https://essinc.com/,,DELETE
Eugene Technology,eugene-technology,eugenetech.co.kr,new_facility,2025-01-01,Samsung large ALD order; batch-type ALD localization; Icheon investment agreement,https://pitchbook.com/profiles/company/164906-29,,DELETE
Eve Air Mobility,eve-air-mobility,eveairmobility.com,new_facility,2025-01-01,17 SEC filings; Embraer backing; $5B+ order backlog; US manufacturing planned,https://www.sec.gov/cgi-bin/browse-edgar?CIK=1823652,,DELETE
ExoAnalytic Solutions,exoanalytic-solutions,https://exoanalytic.com,,,,,,
Exolaunch,exolaunch,https://exolaunch.com,,,,,,
FANUC America,fanuc-america,https://www.fanucamerica.com/,,,,,,
